"Name","Hometown","Year","Sport"
"Sophia  Burnett","Hilton Head Island, S.C.",2022,"wgolf"
"Mathilde Claisse","Paris, France",2022,"wgolf"
"Hannah Darling","Midlothian, Scotland",2022,"wgolf"
"Justine Fournand","Erstein, France",2022,"wgolf"
"Katherine Muzi","Newport Beach, Calif.",2022,"wgolf"
"Louise  Rydqvist","Jönköping, Sweden",2022,"wgolf"
"Mia  Sandtorv Lussand","Bergen, Norway",2022,"wgolf"
"Camila  Burnett","Hilton Head Island, S.C.",2023,"wgolf"
"Sophia  Burnett","Hilton Head Island, S.C.",2023,"wgolf"
"Hannah Darling","Midlothian, Scotland",2023,"wgolf"
"Vairana Heck","Boulogne-Billancourt, France",2023,"wgolf"
"Maylis  Lamoure","Aix-en-Provence, France",2023,"wgolf"
"Louise  Rydqvist","Jönköping, Sweden",2023,"wgolf"
"Mia  Sandtorv Lussand","Bergen, Norway",2023,"wgolf"
"Jonathan Boland","Columbia, S.C.",2013,"swimming"
"Joshua Clothier","Dallas, Texas",2013,"swimming"
"Michael Covert","Chester, Va.",2013,"swimming"
"Alex Eiden","Raleigh, N.C.",2013,"swimming"
"Michael Flach","Annandale, Va.",2013,"swimming"
"Robert Gilchrist","Whitby, Ontario",2013,"swimming"
"Jordan Gotro","Sacramento, Calif.",2013,"swimming"
"Andrew Helmich","North Augusta, S.C.",2013,"swimming"
"Marwan Kamash","Alexandria, Egypt",2013,"swimming"
"Jared Kauffman","Greer, S.C.",2013,"swimming"
"Kevin Leithold","Sandersdorf, Germany",2013,"swimming"
"Eric Lethander","Cincinnati, Ohio",2013,"swimming"
"Evan Mahoney","Bayville, N.J.",2013,"swimming"
"Cole Miller","Regina, Saskatchewan, Canada",2013,"swimming"
"Matt Navata","West Orange, N.J.",2013,"swimming"
"Gerard Rodriguez","Badalona, Spain",2013,"swimming"
"Alex Vance","Roanoke, Va.",2013,"swimming"
"Jay Warner","Moore, S.C.",2013,"swimming"
"Jake White","Waxhaw, N.C.",2013,"swimming"
"Maryn Bieganski","Solon, Ohio",2013,"swimming"
"Caroline Bixler","York, Pa.",2013,"swimming"
"Jessie Bridgham","Isle of Palms, S.C.",2013,"swimming"
"Cooper Brown","Mobile, Ala.",2013,"swimming"
"Megan Carlson","Xenia, Ohio",2013,"swimming"
"Kasey Catalfomo","Anderson, S.C.",2013,"swimming"
"Alicia Cheripka","Woodbridge, Va.",2013,"swimming"
"Sara Columbus","Cincinnati, Ohio",2013,"swimming"
"Sara Drake","Greer, S.C.",2013,"swimming"
"Rachel Elliott","Naples, Fla.",2013,"swimming"
"Ashleigh Ferguson","Rockville, Md.",2013,"swimming"
"Abby Galbreath","Kettering, Ohio",2013,"swimming"
"Karalyn Gibbs","Severna Park, Md.",2013,"swimming"
"Ellen Johnson","Suwanee, Ga.",2013,"swimming"
"Annika Jonsson","Austin, Texas",2013,"swimming"
"Taylor Josserand","Jacksonville, Fla.",2013,"swimming"
"Grace Kazmierski","Southlake, Texas",2013,"swimming"
"Danielle Kimball","Yorktown, Va.",2013,"swimming"
"Patricia Kranz","Davie, Fla.",2013,"swimming"
"Lauren Lamendola","Pittsburgh, Pa.",2013,"swimming"
"Jean Livingston","Charlotte, N.C. (Providence",2013,"swimming"
"Elizabeth Maltby","Richmond, Va.",2013,"swimming"
"Nicole Mertel","Henderson, Nev.",2013,"swimming"
"Victoria Mitchell","Cary, N.C.",2013,"swimming"
"Brooke Morton","Indialantic, Fla.",2013,"swimming"
"Katie O'Brien","Davidson, N.C.",2013,"swimming"
"Caroline Petrone","Brielle, N.J.",2013,"swimming"
"Lindsay Pierce","Mechanicsville, Va.",2013,"swimming"
"Lauren Raczkowski","Simpsonville, S.C.",2013,"swimming"
"Lauren Rosenberg","Powell, Ohio",2013,"swimming"
"Amanda Rutqvist","Gothenburg, Sweden",2013,"swimming"
"Rachael Schaffer","Baltimore, Md.",2013,"swimming"
"Taylor Vincent","Woodbridge, Va.",2013,"swimming"
"Charlotte Ward","Spartanburg, S.C.",2013,"swimming"
"Elise Weisert","Southlake, Texas",2013,"swimming"
"Elisabeth Worrell","Montepelior, Va.",2013,"swimming"
"Bobby Bittner","Beaufort, N.C.",2014,"swimming"
"Jeremiah Bohon","Summerville, S.C.",2014,"swimming"
"Jonathan Boland","Columbia, S.C.",2014,"swimming"
"Joshua Clothier","Dallas, Texas",2014,"swimming"
"Michael Covert","Chester, Va.",2014,"swimming"
"Robert Gilchrist","Whitby, Ontario",2014,"swimming"
"Jordan Gotro","Sacramento, Calif.",2014,"swimming"
"Thomas Hang","Aiken, S.C.",2014,"swimming"
"Marwan Kamash","Alexandria, Egypt",2014,"swimming"
"Bryce Kananowicz","Coeur d'Alene, Idaho",2014,"swimming"
"Jared Kauffman","Greer, S.C.",2014,"swimming"
"Kevin Leithold","Sandersdorf, Germany",2014,"swimming"
"Eric Lethander","Cincinnati, Ohio",2014,"swimming"
"Akram Mahmoud","Cairo, Egypt",2014,"swimming"
"Evan Mahoney","Bayville, N.J.",2014,"swimming"
"Lyle Markman","Austin, Texas",2014,"swimming"
"Patrick McCrillis","Reno, Nev.",2014,"swimming"
"Cole Miller","Regina, Saskatchewan, Canada",2014,"swimming"
"Travis Morrin","Mt. Pleasant, S.C.",2014,"swimming"
"Tomas Peribonio","Suwanee, Ga.",2014,"swimming"
"Caleb Tosh","Jacksonville, Fla.",2014,"swimming"
"Alex Vance","Roanoke, Va.",2014,"swimming"
"Nils Wich-Glasen","Coburg, Bayern, Germany",2014,"swimming"
"Jordyn Barham","Apex, N.C.",2014,"swimming"
"Mairyn Branaman","California, Md.",2014,"swimming"
"Cooper Brown","Mobile, Ala.",2014,"swimming"
"Megan Carlson","Xenia, Ohio",2014,"swimming"
"Kasey Catalfomo","Anderson, S.C.",2014,"swimming"
"Sara Columbus","Cincinnati, Ohio",2014,"swimming"
"Kersten Dirrane","Rumney, N.H.",2014,"swimming"
"Sara Drake","Greer, S.C.",2014,"swimming"
"Rachel Elliott","Naples, Fla.",2014,"swimming"
"Ashleigh Ferguson","Rockville, Md.",2014,"swimming"
"Karalyn Gibbs","Severna Park, Md.",2014,"swimming"
"Ellen Johnson","Suwanee, Ga.",2014,"swimming"
"Annika Jonsson","Austin, Texas",2014,"swimming"
"Grace Kazmierski","Southlake, Texas",2014,"swimming"
"Patricia Kranz","Davie, Fla.",2014,"swimming"
"Lauren Lamendola","Pittsburgh, Pa.",2014,"swimming"
"Jean Livingston","Charlotte, N.C. (Providence",2014,"swimming"
"Elizabeth Maltby","Richmond, Va.",2014,"swimming"
"Heather Merritt","Huntersville, N.C.",2014,"swimming"
"Nicole Mertel","Henderson, Nev.",2014,"swimming"
"Makenzie Miller","Fulton, Md.",2014,"swimming"
"Victoria Mitchell","Cary, N.C.",2014,"swimming"
"Brooke Morton","Indialantic, Fla.",2014,"swimming"
"Katie O'Brien","Davidson, N.C.",2014,"swimming"
"Brittany Oxley","Folsom, Calif.",2014,"swimming"
"Caroline Petrone","Brielle, N.J.",2014,"swimming"
"Charlsie Reneski","St. Louis, Mo.",2014,"swimming"
"Marissa Roth","Signal Mountain, Tenn.",2014,"swimming"
"Megu Seidenberger","Lexington Park, Md.",2014,"swimming"
"Tierney Shimansky","Gainesville, Fla.",2014,"swimming"
"Sarah Smith","Atlanta, Ga.",2014,"swimming"
"Meredith Vay","Chester, Va.",2014,"swimming"
"Julia Vincent","Johannesburg, South Africa",2014,"swimming"
"Taylor Vincent","Woodbridge, Va.",2014,"swimming"
"Charlotte Ward","Spartanburg, S.C.",2014,"swimming"
"Elise Weisert","Southlake, Texas",2014,"swimming"
"Elisabeth Worrell","Montepelior, Va.",2014,"swimming"
"Taylor Worrell","Westampton, N.J.",2014,"swimming"
"Cody Bekemeyer","Lawrenceville, Ga.",2015,"swimming"
"Bobby Bittner","Beaufort, N.C.",2015,"swimming"
"Arthur Bjontegard","San Antonio, Texas",2015,"swimming"
"Jeremiah Bohon","Summerville, S.C.",2015,"swimming"
"Jonathan Boland","Columbia, S.C.",2015,"swimming"
"Joshua Clothier","Dallas, Texas",2015,"swimming"
"Evan Freed","Aiken, S.C.",2015,"swimming"
"Jordan Gotro","Sacramento, Calif.",2015,"swimming"
"Thomas Hang","Aiken, S.C.",2015,"swimming"
"Bryce Kananowicz","Coeur d'Alene, Idaho",2015,"swimming"
"Kevin Leithold","Sandersdorf, Germany",2015,"swimming"
"Thaddius Macon","Marietta, Ga.",2015,"swimming"
"Akram Mahmoud","Cairo, Egypt",2015,"swimming"
"Lyle Markman","Austin, Texas",2015,"swimming"
"Patrick McCrillis","Reno, Nev.",2015,"swimming"
"Fynn Minuth","Regensburg, Bavaria, Germany",2015,"swimming"
"Travis Morrin","Mt. Pleasant, S.C.",2015,"swimming"
"Tomas Peribonio","Suwanee, Ga.",2015,"swimming"
"Alec Rutkowski","Columbia, S.C.",2015,"swimming"
"Jack Smith","Charlotte, N.C.",2015,"swimming"
"Caleb Tosh","Jacksonville, Fla.",2015,"swimming"
"Anthony Tremmel","Chicago, Ill.",2015,"swimming"
"Nils Wich-Glasen","Coburg, Bayern, Germany",2015,"swimming"
"Phillip Willett","St. Louis, Mo. (Desmet",2015,"swimming"
"Emma Barksdale","Davis, Calif.",2015,"swimming"
"Mairyn Branaman","California, Md.",2015,"swimming"
"Cooper Brown","Mobile, Ala.",2015,"swimming"
"Megan Carlson","Xenia, Ohio",2015,"swimming"
"Marissa DelGado","Cincinnati, Ohio",2015,"swimming"
"Kersten Dirrane","Rumney, N.H.",2015,"swimming"
"Ashleigh Ferguson","Rockville, Md.",2015,"swimming"
"Maggie Harman","Roanoke, Va.",2015,"swimming"
"Ellen Johnson","Suwanee, Ga.",2015,"swimming"
"McKenna Keith","Boca Raton, Fla.",2015,"swimming"
"Lauren Lamendola","Pittsburgh, Pa.",2015,"swimming"
"Maggie Langdale","Myrtle Beach, S.C.",2015,"swimming"
"Jean Livingston","Charlotte, N.C. (Providence",2015,"swimming"
"Mikaela Lujan","Penn Valley, Calif",2015,"swimming"
"Katherine Malinski","Naperville, Ill.",2015,"swimming"
"Elizabeth Maltby","Richmond, Va.",2015,"swimming"
"Paige Maynard","Vacaville, Calif.",2015,"swimming"
"Katherine McComas","Timonium, Md.",2015,"swimming"
"Heather Merritt","Huntersville, N.C.",2015,"swimming"
"Makenzie Miller","Fulton, Md.",2015,"swimming"
"Brooke Morton","Indialantic, Fla.",2015,"swimming"
"Allyson Nied","Tampa, Fla.",2015,"swimming"
"Katie O'Brien","Davidson, N.C.",2015,"swimming"
"Brittany Oxley","Folsom, Calif.",2015,"swimming"
"Caroline Petrone","Brielle, N.J.",2015,"swimming"
"Marisa Rasnick","Irmo, S.C.",2015,"swimming"
"Charlsie Reneski","St. Louis, Mo.",2015,"swimming"
"Marissa Roth","Signal Mountain, Tenn.",2015,"swimming"
"Megu Seidenberger","Lexington Park, Md.",2015,"swimming"
"Katie Shannahan","Scottsdale, Ariz.",2015,"swimming"
"Brooke Sharkey","Jacksonville, Fla.",2015,"swimming"
"Tierney Shimansky","Gainesville, Fla.",2015,"swimming"
"Sarah Smith","Atlanta, Ga.",2015,"swimming"
"Meredith Vay","Chester, Va.",2015,"swimming"
"Julia Vincent","Johannesburg, South Africa",2015,"swimming"
"Taylor Vincent","Woodbridge, Va.",2015,"swimming"
"Allison Wade","Mason, Ohio",2015,"swimming"
"Elise Weisert","Southlake, Texas",2015,"swimming"
"Taylor Worrell","Westampton, N.J.",2015,"swimming"
"Cody Bekemeyer","Lawrenceville, Ga.",2016,"swimming"
"Carter Bennett","Great Falls, Va.",2016,"swimming"
"Jeremiah Bohon","Summerville, S.C.",2016,"swimming"
"Jonathan Boland","Columbia, S.C.",2016,"swimming"
"Will Countie","Raleigh, N.C.",2016,"swimming"
"Itay Goldfaden","Bat Hefer, Israel",2016,"swimming"
"Jordan Gotro","Sacramento, Calif.",2016,"swimming"
"Thomas Hang","Aiken, S.C.",2016,"swimming"
"Bryce Kananowicz","Coeur d'Alene, Idaho",2016,"swimming"
"Kevin Liu","Pittsburgh, Pa.",2016,"swimming"
"Thaddius Macon","Marietta, Ga.",2016,"swimming"
"Akram Mahmoud","Cairo, Egypt",2016,"swimming"
"Lyle Markman","Austin, Texas",2016,"swimming"
"Patrick McCrillis","Reno, Nev.",2016,"swimming"
"Fynn Minuth","Regensburg, Bavaria, Germany",2016,"swimming"
"Travis Morrin","Mt. Pleasant, S.C.",2016,"swimming"
"Nicholas Pease","Charlottesville, Va.",2016,"swimming"
"Tomas Peribonio","Suwanee, Ga.",2016,"swimming"
"Will Riggs","Richmond, Va.",2016,"swimming"
"Justin Rose","Great Falls, Va.",2016,"swimming"
"Alec Rutkowski","Columbia, S.C.",2016,"swimming"
"Jack Smith","Charlotte, N.C.",2016,"swimming"
"Caleb Tosh","Jacksonville, Fla.",2016,"swimming"
"Anthony Tremmel","Chicago, Ill.",2016,"swimming"
"Nils Wich-Glasen","Coburg, Bayern, Germany",2016,"swimming"
"Emma Barksdale","Davis, Calif.",2016,"swimming"
"Mairyn Branaman","California, Md.",2016,"swimming"
"Cooper Brown","Mobile, Ala.",2016,"swimming"
"Megan Carlson","Xenia, Ohio",2016,"swimming"
"Emily Cornell","West Chester, Pa.",2016,"swimming"
"Marissa DelGado","Cincinnati, Ohio",2016,"swimming"
"Kersten Dirrane","Rumney, N.H.",2016,"swimming"
"Hannah Gerlock","Jonesborough, Tenn.",2016,"swimming"
"Albury Higgs","Huntersville, N.C.",2016,"swimming"
"Whittaker-Anne Johnston","Boca Raton, Fla.",2016,"swimming"
"Megan Jones","Suwanee, Ga.",2016,"swimming"
"McKenna Keith","Boca Raton, Fla.",2016,"swimming"
"Maggie Langdale","Myrtle Beach, S.C.",2016,"swimming"
"Christina Lappin","Iron Station, N.C.",2016,"swimming"
"Edith Lingmann","Wurzburg, Germany",2016,"swimming"
"Jean Livingston","Charlotte, N.C. (Providence",2016,"swimming"
"Mikaela Lujan","Penn Valley, Calif",2016,"swimming"
"Jordan MacDonald","Titusville, Fla.",2016,"swimming"
"Katherine Malinski","Naperville, Ill.",2016,"swimming"
"Elizabeth Maltby","Richmond, Va.",2016,"swimming"
"Paige Maynard","Vacaville, Calif.",2016,"swimming"
"Katherine McComas","Timonium, Md.",2016,"swimming"
"Ana Menendez-Nava","Pola de Siero, Spain",2016,"swimming"
"Heather Merritt","Huntersville, N.C.",2016,"swimming"
"Makenzie Miller","Fulton, Md.",2016,"swimming"
"Allyson Nied","Tampa, Fla.",2016,"swimming"
"Katie O'Brien","Davidson, N.C.",2016,"swimming"
"Brittany Oxley","Folsom, Calif.",2016,"swimming"
"Caroline Petrone","Brielle, N.J.",2016,"swimming"
"Marisa Rasnick","Irmo, S.C.",2016,"swimming"
"Charlsie Reneski","St. Louis, Mo.",2016,"swimming"
"Marissa Roth","Signal Mountain, Tenn.",2016,"swimming"
"Megu Seidenberger","Lexington Park, Md.",2016,"swimming"
"Katie Shannahan","Scottsdale, Ariz.",2016,"swimming"
"Tierney Shimansky","Gainesville, Fla.",2016,"swimming"
"Sarah Smith","Atlanta, Ga.",2016,"swimming"
"Meredith Vay","Chester, Va.",2016,"swimming"
"Julia Vincent","Johannesburg, South Africa",2016,"swimming"
"Taylor Vincent","Woodbridge, Va.",2016,"swimming"
"Allison Wade","Mason, Ohio",2016,"swimming"
"Taylor Worrell","Westampton, N.J.",2016,"swimming"
"Brandonn Almeida","Sao Paulo, Brazil",2017,"swimming"
"Cody Bekemeyer","Lawrenceville, Ga.",2017,"swimming"
"Jack Best","Topsail Beach, N.C.",2017,"swimming"
"Jeremiah Bohon","Summerville, S.C.",2017,"swimming"
"Itay Goldfaden","Bat Hefer, Israel",2017,"swimming"
"Thomas Hang","Aiken, S.C.",2017,"swimming"
"Bryce Kananowicz","Coeur d'Alene, Idaho",2017,"swimming"
"Lionel Khoo","Singapore",2017,"swimming"
"Kevin Liu","Pittsburgh, Pa.",2017,"swimming"
"Akram Mahmoud","Cairo, Egypt",2017,"swimming"
"Lyle Markman","Austin, Texas",2017,"swimming"
"Patrick McCrillis","Reno, Nev.",2017,"swimming"
"Fynn Minuth","Regensburg, Bavaria, Germany",2017,"swimming"
"Travis Morrin","Mt. Pleasant, S.C.",2017,"swimming"
"Tamas Novoszath","Szeged, Hungary",2017,"swimming"
"Alexander Overton","Cedar Rapids, Iowa",2017,"swimming"
"Tomas Peribonio","Suwanee, Ga.",2017,"swimming"
"Will Riggs","Richmond, Va.",2017,"swimming"
"Justin Rose","Great Falls, Va.",2017,"swimming"
"AJ Ross","Gainesville, VA",2017,"swimming"
"Alec Rutkowski","Columbia, S.C.",2017,"swimming"
"Jack Smith","Charlotte, N.C.",2017,"swimming"
"Grant Summers","Atlanta, Ga.",2017,"swimming"
"Caleb Tosh","Jacksonville, Fla.",2017,"swimming"
"Nils Wich-Glasen","Coburg, Bayern, Germany",2017,"swimming"
"Emma Barksdale","Davis, Calif.",2017,"swimming"
"Mairyn Branaman","California, Md.",2017,"swimming"
"Rebecca Cohen","Atlanta, Ga.",2017,"swimming"
"Emily Cornell","West Chester, Pa.",2017,"swimming"
"Marissa DelGado","Cincinnati, Ohio",2017,"swimming"
"Kersten Dirrane","Rumney, N.H.",2017,"swimming"
"Danielle Doennebrink","Bothell, WA",2017,"swimming"
"Hannah Gerlock","Jonesborough, Tenn.",2017,"swimming"
"Yu Qian Goh","Wellington, New Zealand",2017,"swimming"
"Albury Higgs","Huntersville, N.C.",2017,"swimming"
"Savannah Hillmeyer","Lexington, S.C.",2017,"swimming"
"Lauren Hilt","Appleton, Wis.",2017,"swimming"
"Whittaker-Anne Johnston","Boca Raton, Fla.",2017,"swimming"
"Megan Jones","Suwanee, Ga.",2017,"swimming"
"McKenna Keith","Boca Raton, Fla.",2017,"swimming"
"Christina Lappin","Iron Station, N.C.",2017,"swimming"
"Edith Lingmann","Wurzburg, Germany",2017,"swimming"
"Mikaela Lujan","Penn Valley, Calif",2017,"swimming"
"Katherine Malinski","Naperville, Ill.",2017,"swimming"
"Elizabeth Mandrgoc","Fairfax, Va.",2017,"swimming"
"Katherine McComas","Timonium, Md.",2017,"swimming"
"Ana Menendez-Nava","Pola de Siero, Spain",2017,"swimming"
"Heather Merritt","Huntersville, N.C.",2017,"swimming"
"Makenzie Miller","Fulton, Md.",2017,"swimming"
"Allyson Nied","Tampa, Fla.",2017,"swimming"
"Emma Otten","Cincinnati, Ohio",2017,"swimming"
"Brittany Oxley","Folsom, Calif.",2017,"swimming"
"Jenna Pehowski","Fort Mill, S.C.",2017,"swimming"
"Karlee Price","Ft. Lauderdale, Fla.",2017,"swimming"
"Marisa Rasnick","Irmo, S.C.",2017,"swimming"
"Charlsie Reneski","St. Louis, Mo.",2017,"swimming"
"Marissa Roth","Signal Mountain, Tenn.",2017,"swimming"
"Megu Seidenberger","Lexington Park, Md.",2017,"swimming"
"Katie Shannahan","Scottsdale, Ariz.",2017,"swimming"
"Sarah Smith","Atlanta, Ga.",2017,"swimming"
"Caroline Spence","Lafayette, La.",2017,"swimming"
"Meredith Vay","Chester, Va.",2017,"swimming"
"Julia Vincent","Johannesburg, South Africa",2017,"swimming"
"Allison Wade","Mason, Ohio",2017,"swimming"
"Taylor Worrell","Westampton, N.J.",2017,"swimming"
"Cody Bekemeyer","Lawrenceville, Ga.",2018,"swimming"
"Alex Claus","Solon, OH",2018,"swimming"
"Phil Costin","Midlothian, VA",2018,"swimming"
"Dylan Delaney","San Diego, Calif.",2018,"swimming"
"Anton Down-Jenkins","Wellington, New Zealand",2018,"swimming"
"Itay Goldfaden","Bat Hefer, Israel",2018,"swimming"
"Andrew Grespin","",2018,"swimming"
"Guy Gropper","",2018,"swimming"
"Lionel Khoo","Singapore",2018,"swimming"
"Coleman Kramer","Vero Beach, Fla.",2018,"swimming"
"Kevin Liu","Pittsburgh, Pa.",2018,"swimming"
"Fynn Minuth","Regensburg, Bavaria, Germany",2018,"swimming"
"Tamas Novoszath","Szeged, Hungary",2018,"swimming"
"Alexander Overton","Cedar Rapids, Iowa",2018,"swimming"
"Will Riggs","Richmond, Va.",2018,"swimming"
"Justin Rose","Great Falls, Va.",2018,"swimming"
"AJ Ross","Gainesville, VA",2018,"swimming"
"Grayson Schroering","Louisville, Ky.",2018,"swimming"
"Mark Shperkin","",2018,"swimming"
"Jack Smith","Charlotte, N.C.",2018,"swimming"
"Grant Summers","Atlanta, Ga.",2018,"swimming"
"Caleb Tosh","Jacksonville, Fla.",2018,"swimming"
"Alex Wade","Cincinnati, OH",2018,"swimming"
"Nathan Wakefield","",2018,"swimming"
"Nathan Walton","Columbia, S.C.",2018,"swimming"
"Emma Alexander","",2018,"swimming"
"Haley Arner","Suwanee, GA",2018,"swimming"
"Emma Barksdale","Davis, Calif.",2018,"swimming"
"Hanna Barton","",2018,"swimming"
"Brianna Bender","John's Creek, Ga.",2018,"swimming"
"Rebecca Cohen","Atlanta, Ga.",2018,"swimming"
"Emily Cornell","West Chester, Pa.",2018,"swimming"
"Savanah Crutchfield","Ochlocknee, Ga.",2018,"swimming"
"Anna Delgado","Cincinnati, Ohio",2018,"swimming"
"Marissa DelGado","Cincinnati, Ohio",2018,"swimming"
"Danielle Doennebrink","Bothell, WA",2018,"swimming"
"Abbey Ellis","St. John's, FL",2018,"swimming"
"Claire Gerlock","Jonesborough, TN",2018,"swimming"
"Hannah Gerlock","Jonesborough, Tenn.",2018,"swimming"
"Yu Qian Goh","Wellington, New Zealand",2018,"swimming"
"Sammie Grant","Takoma Park, MD",2018,"swimming"
"Albury Higgs","Huntersville, N.C.",2018,"swimming"
"Savannah Hillmeyer","Lexington, S.C.",2018,"swimming"
"Lauren Hilt","Appleton, Wis.",2018,"swimming"
"Emily Horomanski","",2018,"swimming"
"Megan Jones","Suwanee, Ga.",2018,"swimming"
"Hallie Kinsey","Sacramento, Calif.",2018,"swimming"
"Mari Kraus","Oswego, IL",2018,"swimming"
"Christina Lappin","Iron Station, N.C.",2018,"swimming"
"Edith Lingmann","Wurzburg, Germany",2018,"swimming"
"Kate Luft","",2018,"swimming"
"Mikaela Lujan","Penn Valley, Calif",2018,"swimming"
"Elizabeth Mandrgoc","Fairfax, Va.",2018,"swimming"
"Ellie Masterson","Louisville, KY",2018,"swimming"
"Katherine McComas","Timonium, Md.",2018,"swimming"
"Clare McGovern","Landenberg, Pa.",2018,"swimming"
"Ana Menendez-Nava","Pola de Siero, Spain",2018,"swimming"
"Melinda Novoszath","Szeged, Hungary",2018,"swimming"
"Emma Otten","Cincinnati, Ohio",2018,"swimming"
"Jenna Pehowski","Fort Mill, S.C.",2018,"swimming"
"Karlee Price","Ft. Lauderdale, Fla.",2018,"swimming"
"Marissa Roth","Signal Mountain, Tenn.",2018,"swimming"
"Mathilda Roxne","",2018,"swimming"
"Kate Sanderson","Colorado Springs, Colo.",2018,"swimming"
"Emma Scheider","Atlanta, GA",2018,"swimming"
"Katie Shannahan","Scottsdale, Ariz.",2018,"swimming"
"Janie Smith","Charlotte, N.C.",2018,"swimming"
"Caroline Spence","Lafayette, La.",2018,"swimming"
"Taylor Steele","",2018,"swimming"
"Ryann Styer","Longport, N.J.",2018,"swimming"
"Anne Tavierne","",2018,"swimming"
"Brooke Travis","",2018,"swimming"
"Allison Wade","Mason, Ohio",2018,"swimming"
"Emma Walker","Charlotte, NC",2018,"swimming"
"Chase Allison","Huntersville, NC",2019,"swimming"
"Lewis Burras","Preston, England",2019,"swimming"
"Alex Claus","Solon, OH",2019,"swimming"
"Phil Costin","Midlothian, VA",2019,"swimming"
"Dylan Delaney","San Diego, Calif.",2019,"swimming"
"Anton Down-Jenkins","Wellington, New Zealand",2019,"swimming"
"Itay Goldfaden","Bat Hefer, Israel",2019,"swimming"
"Guy Gropper","Haifa, Israel",2019,"swimming"
"Lionel Khoo","Singapore",2019,"swimming"
"Coleman Kramer","Vero Beach, Fla.",2019,"swimming"
"Kevin Liu","Pittsburgh, Pa.",2019,"swimming"
"Tamas Novoszath","Szeged, Hungary",2019,"swimming"
"Will Riggs","Richmond, Va.",2019,"swimming"
"Justin Rose","Great Falls, Va.",2019,"swimming"
"AJ Ross","Gainesville, VA",2019,"swimming"
"Grayson Schroering","Louisville, Ky.",2019,"swimming"
"Mark Shperkin","Jerusalem, Israel",2019,"swimming"
"Grant Summers","Atlanta, Ga.",2019,"swimming"
"Alex Wade","Cincinnati, OH",2019,"swimming"
"Nathan Wakefield","Richmond, VA",2019,"swimming"
"Nathan Walton","Columbia, S.C.",2019,"swimming"
"Jordan Yip Zhu Ern","Subang Jaya, Malaysia",2019,"swimming"
"Emma Alexander","Lawrenceville, GA",2019,"swimming"
"Haley Arner","Suwanee, GA",2019,"swimming"
"Hanna Barton","Land O' Lakes, FL",2019,"swimming"
"Brianna Bender","John's Creek, Ga.",2019,"swimming"
"Erynn Black","Johannesburg, South Africa",2019,"swimming"
"Rebecca Cohen","Atlanta, Ga.",2019,"swimming"
"Emily Cornell","West Chester, Pa.",2019,"swimming"
"Savanah Crutchfield","Ochlocknee, Ga.",2019,"swimming"
"Danielle Doennebrink","Bothell, WA",2019,"swimming"
"Abbey Ellis","St. John's, FL",2019,"swimming"
"Claire Gerlock","Jonesborough, TN",2019,"swimming"
"Hannah Gerlock","Jonesborough, Tenn.",2019,"swimming"
"Yu Qian Goh","Wellington, New Zealand",2019,"swimming"
"Sammie Grant","Takoma Park, MD",2019,"swimming"
"Albury Higgs","Huntersville, N.C.",2019,"swimming"
"Savannah Hillmeyer","Lexington, S.C.",2019,"swimming"
"Lauren Hilt","Appleton, Wis.",2019,"swimming"
"Emily Horomanski","Greenville, SC",2019,"swimming"
"Caroline Izaguirre","Kansas City, MO",2019,"swimming"
"Megan Jones","Suwanee, Ga.",2019,"swimming"
"Hallie Kinsey","Sacramento, Calif.",2019,"swimming"
"Mari Kraus","Oswego, IL",2019,"swimming"
"Christina Lappin","Iron Station, N.C.",2019,"swimming"
"Edith Lingmann","Wurzburg, Germany",2019,"swimming"
"Kate Luft","Dillsburg, Pa.",2019,"swimming"
"Elizabeth Mandrgoc","Fairfax, Va.",2019,"swimming"
"Ellie Masterson","Louisville, KY",2019,"swimming"
"Clare McGovern","Landenberg, Pa.",2019,"swimming"
"Ana Menendez-Nava","Pola de Siero, Spain",2019,"swimming"
"Maddy Norford","Denver, CO",2019,"swimming"
"Emma Otten","Cincinnati, Ohio",2019,"swimming"
"Jenna Pehowski","Fort Mill, S.C.",2019,"swimming"
"Karlee Price","Ft. Lauderdale, Fla.",2019,"swimming"
"Kate Sanderson","Colorado Springs, Colo.",2019,"swimming"
"Emma Scheider","Atlanta, GA",2019,"swimming"
"Katie Shannahan","Scottsdale, Ariz.",2019,"swimming"
"Janie Smith","Charlotte, NC",2019,"swimming"
"Caroline Spence","Lafayette, La.",2019,"swimming"
"Ashley Stahmer","Barrington, IL",2019,"swimming"
"Taylor Steele","North Myrtle Beach, SC",2019,"swimming"
"Anne Tavierne","Geneva, Ill.",2019,"swimming"
"Emma Walker","Charlotte, NC",2019,"swimming"
"Chase Allison","Huntersville, NC",2020,"swimming"
"Lewis Burras","Preston, England",2020,"swimming"
"Alex Claus","Solon, OH",2020,"swimming"
"Phil Costin","Midlothian, VA",2020,"swimming"
"Connor Daniels","Woodland, CA",2020,"swimming"
"Jackson Davis","Charlotte, NC",2020,"swimming"
"Guy Gropper","Haifa, Israel",2020,"swimming"
"Sam Hanke","Cheshire, CT",2020,"swimming"
"Coleman Kramer","Vero Beach, Fla.",2020,"swimming"
"Luke Massey","Chattanooga, TN",2020,"swimming"
"Tamas Novoszath","Szeged, Hungary",2020,"swimming"
"Johnny Nutt","Jackson, N.J.",2020,"swimming"
"AJ Ross","Gainesville, VA",2020,"swimming"
